block,timestamp,date,price_scale,price_oracle,price_effective,price_lusd3crv,balances_blusd,balances_lusd_3crv,lp_supply,xcp_profit,virtual_price,fee,volume,sold_id,tokens_sold,bought_id,tokens_bought
15959106,1668318443,2022-11-13T05:47:23.000Z,0.8445724896240296,0.872570143828421,0.8665762764067741,0.9812768089034668,2127171.393452215,2364945.297038314,2238382.348519395,1.0044197776761368,1.0023916161279272,0.0041419289,1018.3354291518511,1,1018.3354291518511,0,882.4653243275055
15959176,1668319283,2022-11-13T06:01:23.000Z,0.8494274971924167,0.868847527465965,0.8587960862257695,0.9815136249789147,2109682.7504441,2385309.4361961596,2238382.348519395,1.0044365934805275,1.0023621267485374,0.0038150014,20364.139157845737,1,20364.139157845737,0,17488.643008114857
15960435,1668334451,2022-11-13T10:14:11.000Z,0.850875471058324,0.8491667068067761,0.8489025553204512,0.9827061557876017,2107834.815121264,2491280.3246125374,2286091.553026777,1.0044656127235725,1.0023921380443357,0.0026636286,2176.852114831884,1,2176.852114831884,0,1847.9353228355149
15960527,1668335555,2022-11-13T10:32:35.000Z,0.8504956445637946,0.848976338585677,0.8484513663418561,0.9827162577250519,2107058.346138766,2492195.48488371,2286091.553026777,1.0044661087390736,1.0023919634076812,0.0026700679,915.1602711727554,1,915.1602711727554,0,776.4689824983079
15965049,1668389999,2022-11-14T01:39:59.000Z,0.8500867889194068,0.8484513663418561,0.8526342125204842,0.981833507622788,2107144.4446039316,2492094.505514244,2286091.553026777,1.0044661662178929,1.00239136259723,0.0026578069,101.28197060307187,0,86.09846516539513,1,100.97936946592634
15965457,1668394931,2022-11-14T03:02:11.000Z,0.8505934679777541,0.8526201842111429,0.8475666250310867,0.9785480462478707,2103249.5423227893,2496689.8991577816,2286091.553026777,1.0044687252357267,1.0023952701093206,0.0027750097,4595.393643537237,1,4595.393643537237,0,3894.9022811421646
15966045,1668402011,2022-11-14T05:00:11.000Z,0.8499883828364277,0.8475680422711228,0.8474919031663858,0.9819862946041518,2094957.5148014952,2506474.095903866,2286091.553026777,1.0044748078086387,1.0023984355160136,0.0030464844,9784.196746085086,1,9784.196746085086,0,8292.027521294009
15967196,1668415883,2022-11-14T08:51:23.000Z,0.8494890869040899,0.8474919031747379,0.8433191002317316,0.9820975163242475,2068432.2410883117,2537927.5204805126,2286091.553026777,1.0044992971900335,1.0024181058353379,0.0038370015,31453.424576646114,1,31453.424576646114,0,26525.273713183833
15969377,1668442199,2022-11-14T16:09:59.000Z,0.8482550895696183,0.8433191002317318,0.8383069863942642,0.9852024959931167,2067666.990609345,2538840.3728023786,2286091.553026777,1.00450000429501,1.0024070533995928,0.003821708,912.8523218657843,1,912.8523218657843,0,765.2504789663126
15969586,1668444707,2022-11-14T16:51:47.000Z,0.846320771533847,0.8385834993907625,0.8337695002834065,0.9858234213537209,2054645.9014066353,2554457.5058328905,2286091.553026777,1.0045126700111908,1.002399781934653,0.0040016548,15617.133030512397,1,15617.133030512397,0,13021.089202709803
15969680,1668445835,2022-11-14T17:10:35.000Z,0.8440720943204841,0.8350773854670324,0.8365471446893622,0.9858055820835433,2056192.475681468,2552608.746579272,2286091.553026777,1.0045141484705686,1.0023784895242351,0.0039368684,1832.2774621255671,0,1546.574274832549,1,1848.759253618448
15969789,1668447143,2022-11-14T17:32:23.000Z,0.8425022363501767,0.836222804468947,0.829988196555131,0.9858057317207093,2056181.1246073276,2552622.422766702,2286091.553026777,1.0045141592443863,1.0023628107454712,0.003904348,13.676187429123491,1,13.676187429123491,0,11.35107414004816
15969927,1668448811,2022-11-14T18:00:11.000Z,0.8401809698245462,0.8308959037220242,0.8362272452986975,0.986336897018729,2056531.1246073279,2552203.8762508254,2286091.553026777,1.0045144869515878,1.0023404153016184,0.0038444879,416.57691922383106,0,350,1,418.54651587557544
15972490,1668479759,2022-11-15T02:35:59.000Z,0.8393902249193765,0.8362272452986975,0.8394406813716176,0.9817806970305226,2083056.3983205117,2520605.129249617,2286091.553026777,1.0045337948427562,1.0023560734857198,0.0029967657,31600.64642846131,0,26525.273713183833,1,31598.74700120851
15974955,1668509483,2022-11-15T10:51:23.000Z,0.8392676739465382,0.8388118716848016,0.8362136296863011,0.9832175960160946,2082971.781660141,2522561.643158057,2287241.2229031166,1.0042685247622132,1.0022231838037219,0.0030238624,1016.3277769771345,1,1016.3277769771345,0,849.867139337059
15977099,1668535439,2022-11-15T18:03:59.000Z,0.8386568650944909,0.8362136296863013,0.8292045333535115,0.985821578262061,2040933.9169384665,2573258.2602540376,2287241.2229031166,1.004310113501682,1.0022582699410205,0.0040666118,50696.617095980786,1,50696.617095980786,0,42037.8647216744
15977213,1668536807,2022-11-15T18:26:47.000Z,0.8370550301882794,0.8306476905634335,0.8274924882349118,0.9857293589512984,2040933.9169384665,2554579.0842594337,2278763.72043741,1.0043173909551613,1.00224922347254,0.0039346929,9037.13744490692,0,7564.581356762193,1,9141.571028515162
15978946,1668557747,2022-11-16T00:15:47.000Z,0.8351425217976255,0.8274924882350102,0.8307732591259135,0.9852943421432057,2044828.8192196086,2549890.798691311,2278763.72043741,1.004321032868683,1.0022343017419866,0.0038189365,4663.757597635521,0,3894.9022811421646,1,4688.285568122561
15985029,1668631283,2022-11-16T20:41:23.000Z,0.8287199294640654,0.825279837676655,0.8290273649875793,0.9826353129282394,2053120.8467409026,2543401.428569311,2280289.108052617,1.0043604649170732,1.002213173570583,0.0034142483,10005.826125910207,0,8292.027521294009,1,10002.11557723217
15985580,1668637919,2022-11-16T22:31:59.000Z,0.8288409225737672,0.8290256096806935,0.8231264403952171,0.9825084837957212,2048134.2313640558,2549459.568767617,2280289.108052617,1.004364790170306,1.002218482392868,0.0035774994,6058.14019830634,1,6058.14019830634,0,4986.615376847072
15986996,1668654983,2022-11-17T03:16:23.000Z,0.8276980261412971,0.8231264404114166,0.8198851032110407,0.9844431707197947,2035369.996491015,2565027.8902593115,2280289.108052617,1.0043768548764913,1.002219190562694,0.0038523606,15568.3214916945,1,15568.3214916945,0,12764.234873040607
15987162,1668656987,2022-11-17T03:49:47.000Z,0.8255744584844886,0.8225754673306483,0.8155554278149258,0.9845347937948888,2029571.7601556126,2567359.44736945,2278125.9515253953,1.0043842064005777,1.00220588635673,0.0038759368,7109.555203301646,1,7109.555203301646,0,5798.236335402506
15987756,1668664139,2022-11-17T05:48:59.000Z,0.8235710146703261,0.8155572394136763,0.8240149415001515,0.9842247702324366,2051069.0255340768,2541271.006133994,2278125.9515253953,1.0044013393883964,1.0022108413357569,0.0031836558,26102.5036038568,0,21497.265378464188,1,26088.44123545572
15988288,1668670547,2022-11-17T07:35:47.000Z,0.8236912560384679,0.8240097862228105,0.8251559837264207,0.9842458621456462,2051225.2015556104,2541081.737650684,2278125.9515253953,1.0044014597485433,1.0022116512898758,0.0031834703,189.60504969416152,0,156.17602153382003,1,189.26848330969622
15989143,1668680855,2022-11-17T10:27:35.000Z,0.8248508628256871,0.8271164095243112,0.8398846506418354,0.9850775724067371,2059830.2234055651,2369413.120365187,2204853.5644881,1.0044561580340423,1.002257579199948,0.0040248123,10432.215371002276,0,8605.021849954623,1,10245.480547095023
15989300,1668682739,2022-11-17T10:58:59.000Z,0.8275679348016465,0.8384362227054842,0.8432206349927577,0.9852165930697155,2060563.5290638038,2368543.4717491455,2204853.5644881,1.0044568919622991,1.002229682128263,0.0039882605,886.097234318887,0,733.3056582387319,1,869.6486160410795
15990680,1668699431,2022-11-17T15:37:11.000Z,0.8275679348016465,0.8432206349725659,0.8316558121318033,0.9861665481806723,2039492.9567386468,2393879.159924217,2204967.6825327515,1.0043716496508206,1.0021962701217775,0.0035089545,25335.688175071362,1,25335.688175071362,0,21070.572325157096
15991293,1668706799,2022-11-17T17:39:59.000Z,0.8288134750782976,0.8305172477532172,0.8278071282302165,0.9874629256819363,2116694.446003237,2487632.0234386437,2289855.4267297746,1.0043732568836323,1.0021885603458356,0.003414823,1011.9614163370952,1,1011.9614163370952,0,837.7088739377933
15991796,1668712895,2022-11-17T19:21:35.000Z,0.8286126794635525,0.8278094970045721,0.8276496337442721,0.9865510419501554,2109408.646810558,2496435.0227944436,2289855.4267297746,1.004378782912199,1.0021951831791698,0.0031574874,8802.999355799975,1,8802.999355799975,0,7285.799192678914
15992585,1668722459,2022-11-17T22:00:59.000Z,0.8284200708282778,0.8276496362871795,0.8322595328291905,0.9864172364170694,2109898.646810558,2495846.26414324,2289855.4267297746,1.0043791568515117,1.0021966553461594,0.0031856273,591.4873591969882,0,490,1,588.7586512037773
15994119,1668740987,2022-11-18T03:09:47.000Z,0.8291879632279938,0.8322595328268577,0.8326881615866656,0.985595619850935,2111263.211014666,2484428.688602961,2285403.438110046,1.0043836136118447,1.0021958024444146,0.0033520742,6592.807700768547,0,5466.676789354105,1,6565.094883704716
15994347,1668743747,2022-11-18T03:55:47.000Z,0.8291879632279938,0.8326704872415764,0.828078771879706,0.9859032528186598,2110423.902526991,2485442.2497715075,2285410.6424119705,1.0043779681004261,1.0021933146919628,0.0033219829,1013.5611685465168,1,1013.5611685465168,0,839.3084876749593
15994438,1668744839,2022-11-18T04:13:59.000Z,0.8293090246706252,0.8293792419784245,0.8360986264784991,0.9859033458537584,2110423.902526991,2446082.0228247973,2267454.172642485,1.0043932560301523,1.0022074142886277,0.0037965446,19994.47562622796,0,16581.599080387696,1,19832.108982437254
15996099,1668764867,2022-11-18T09:47:47.000Z,0.8300867659543681,0.8277660507433959,0.8327778552894975,0.984946783353806,2026327.6966297491,2442585.335204126,2219744.968135102,1.0044361128993973,1.0022513555183092,0.0026007602,3508.023663059137,0,2911.964017360155,1,3496.6876206715087
15997625,1668783239,2022-11-18T14:53:59.000Z,0.8306249838207865,0.8327778552864604,0.8279130329143681,0.9869373200150308,2026118.1320058568,2442838.4591622725,2219744.968135102,1.0044362483266802,1.0022516709435094,0.0026044045,253.12395814650827,1,253.12395814650827,0,209.56462389236523
15999824,1668809795,2022-11-18T22:16:35.000Z,0.8303828996880503,0.831584123882239,0.827938722805612,0.9875531101241024,2025280.3664267054,2439115.5584020084,2217589.4192724978,1.0044380613771913,1.0022535977472986,0.0026000071,1011.8690623774557,1,1011.8690623774557,0,837.7655791513029
16001195,1668826319,2022-11-19T02:51:59.000Z,0.8298940643152986,0.8279387228242922,0.8337195456393921,0.9845931819000526,2050280.3664267054,2409129.4556043018,2217589.4192724978,1.004458865767945,1.0022777096628217,0.0033747096,30124.326796608875,0,24999.999999999996,1,29986.102797706535
16002695,1668844415,2022-11-19T07:53:35.000Z,0.8315861426599505,0.8352940712094761,0.8308217399021418,0.9847252280112354,2049015.7196248204,2394413.13438544,2210185.3964687777,1.004465656572735,1.0022709451093554,0.0034955399,1522.1638302748715,1,1522.1638302748715,0,1264.6468018850771
16005640,1668879947,2022-11-19T17:45:47.000Z,0.8332024655428826,0.8372914473723829,0.8318561183973087,0.9852064274656775,2050105.2046652588,2394623.7017631065,2210874.892283735,1.0044663633869475,1.0022594120162425,0.0034448813,210.56737766655377,1,210.56737766655377,0,175.16176144679957
16010189,1668934775,2022-11-20T08:59:35.000Z,0.8329331961137678,0.8318561183973087,0.8325882093669006,0.985431514646878,2050020.7768332276,2394725.105831866,2210874.892283735,1.004466435696722,1.0022614665295233,0.0034531382,101.40406875971298,1,101.40406875971298,0,84.4278320311675
16010275,1668935819,2022-11-20T09:16:59.000Z,0.832811587867135,0.8323690435287278,0.8316828072233033,0.9856271558851679,2035538.5728017702,2412138.23966808,2210874.892283735,1.0044768787210752,1.0022723478143853,0.0029023324,17413.133836213856,1,17413.133836213856,0,14482.204031457428
16013286,1668972155,2022-11-20T19:22:35.000Z,0.8341008801681807,0.8366676415583811,0.8410541033902145,0.9838953981947868,2039723.596265289,2359796.6676046387,2189257.6746335216,1.0044951529446284,1.002279338792809,0.003701799,4918.005342973384,0,4102.112585245915,1,4877.346854037883
16013811,1668978503,2022-11-20T21:08:23.000Z,0.8354909516906939,0.8410512377807461,0.8356502345723503,0.9873128467496258,2038031.9799061196,2361820.9790799236,2189257.6746335216,1.0044967049021756,1.0022690651422759,0.0036092082,2024.3114752850197,1,2024.3114752850197,0,1691.6163591694271
